po_id,approved
PO-01081,False
PO-01082,True
PO-01083,True
PO-01084,True
PO-01085,True
PO-01086,True
PO-01087,True
PO-01088,True
PO-01089,True
PO-01090,True
PO-01091,True
PO-01092,True
PO-01093,True
PO-01094,True
PO-01095,True
PO-01096,True
PO-01097,True
PO-01098,True
PO-01099,True
PO-01100,True
PO-01101,True
PO-01102,True
PO-01103,True
PO-01104,True
PO-01105,False
PO-01106,True
PO-01107,True
PO-01108,True
PO-01109,False
PO-01110,True
PO-01111,True
PO-01112,True
PO-01113,True
PO-01114,True
PO-01115,True
PO-01116,True
PO-01117,True
PO-01118,True
PO-01119,True
PO-01120,True
PO-01121,True
PO-01122,True
PO-01123,True
PO-01124,True
PO-01125,True
PO-01126,True
PO-01127,True
PO-01128,True
PO-01129,True
PO-01130,True
PO-01131,True
PO-01132,True
PO-01133,True
PO-01134,True
PO-01135,True
PO-01136,True
PO-01137,True
PO-01138,True
PO-01139,True
PO-01140,True
PO-01141,True
PO-01142,True
PO-01143,True
PO-01144,True
PO-01145,True
PO-01146,True
PO-01147,True
PO-01148,True
PO-01149,True
PO-01150,True
PO-01151,True
PO-01152,True
PO-01153,True
PO-01154,False
PO-01155,True
PO-01156,True
PO-01157,True
PO-01158,True
PO-01159,True
PO-01160,True
PO-01161,True
PO-01162,True
PO-01163,True
PO-01164,True
PO-01165,True
PO-01166,True
PO-01167,True
PO-01168,True
PO-01169,True
PO-01170,True
PO-01171,True
PO-01172,True
PO-01173,True
PO-01174,True
PO-01175,True
PO-01176,True
PO-01177,True
PO-01178,True
PO-01179,True
PO-01180,True
PO-01181,True
PO-01182,True
PO-01183,True
PO-01184,True
PO-01185,True
PO-01186,True
PO-01187,True
PO-01188,True
PO-01189,True
PO-01190,True
PO-01191,True
PO-01192,True
PO-01193,True
PO-01194,True
PO-01195,True
PO-01196,True
PO-01197,False
PO-01198,True
PO-01199,True
PO-01200,True
PO-01201,True
PO-01202,True
PO-01203,True
PO-01204,True
PO-01205,True
PO-01206,True
PO-01207,True
PO-01208,True
PO-01209,True
PO-01210,True
PO-01211,True
PO-01212,True
PO-01213,True
PO-01214,True
PO-01215,True
PO-01216,True
PO-01217,True
PO-01218,True
PO-01219,True
PO-01220,True
PO-01221,True
PO-01222,True
PO-01223,True
PO-01224,True
PO-01225,True
PO-01226,False
PO-01227,True
PO-01228,True
PO-01229,True
PO-01230,True
PO-01231,True
PO-01232,True
PO-01233,True
PO-01234,True
PO-01235,True
PO-01236,True
PO-01237,True
PO-01238,True
PO-01239,True
PO-01240,True
PO-01241,True
PO-01242,True
PO-01243,True
PO-01244,True
PO-01245,True
PO-01246,True
PO-01247,True
PO-01248,True
PO-01249,True
PO-01250,True
PO-01251,True
PO-01252,True
PO-01253,True
PO-01254,True
PO-01255,True
PO-01256,True
PO-01257,True
PO-01258,True
PO-01259,True
PO-01260,True
PO-01261,True
PO-01262,True
PO-01263,True
PO-01264,True
PO-01265,False
PO-01266,True
PO-01267,True
PO-01268,True
PO-01269,True
PO-01270,True
PO-01271,True
PO-01272,True
PO-01273,True
PO-01274,True
PO-01275,True
PO-01276,True
PO-01277,True
PO-01278,True
PO-01279,True
PO-01280,True
PO-01281,True
PO-01282,True
PO-01283,True
PO-01284,True
PO-01285,True
PO-01286,True
PO-01287,True
PO-01288,True
PO-01289,True
PO-01290,True
PO-01291,True
PO-01292,True
PO-01293,True
PO-01294,True
PO-01295,True
PO-01296,True
PO-01297,True
PO-01298,True
PO-01299,True
PO-01300,True
PO-01301,True
PO-01302,True
PO-01303,True
PO-01304,True
PO-01305,False
PO-01306,True
PO-01307,True
PO-01308,True
PO-01309,True
PO-01310,True
PO-01311,True
PO-01312,True
PO-01313,True
PO-01314,True
PO-01315,True
PO-01316,True
PO-01317,True
PO-01318,True
PO-01319,True
PO-01320,True
PO-01321,True
PO-01322,True
PO-01323,False
PO-01324,False
PO-01325,True
PO-01326,True
PO-01327,True
PO-01328,True
PO-01329,True
PO-01330,True
PO-01331,True
PO-01332,True
PO-01333,True
PO-01334,True
PO-01335,True
PO-01336,True
PO-01337,True
PO-01338,True
PO-01339,True
PO-01340,True
PO-01341,True
PO-01342,True
PO-01343,True
PO-01344,True
PO-01345,True
PO-01346,True
PO-01347,True
PO-01348,True
PO-01349,True
PO-01350,True
PO-01351,True
PO-01352,True
PO-01353,True
PO-01354,True
PO-01355,True
PO-01356,True
PO-01357,True
PO-01358,True
PO-01359,True
PO-01360,True
PO-01361,True
PO-01362,True
PO-01363,True
PO-01364,True
PO-01365,True
PO-01366,True
PO-01367,True
PO-01368,True
PO-01369,True
PO-01370,True
PO-01371,True
PO-01372,True
PO-01373,True
PO-01374,True
PO-01375,True
PO-01376,True
PO-01377,True
PO-01378,True
PO-01379,True
PO-01380,True
PO-01381,True
PO-01382,True
PO-01383,True
PO-01384,True
PO-01385,True
PO-01386,True
PO-01387,True
PO-01388,True
PO-01389,True
PO-01390,True
PO-01391,True
PO-01392,True
PO-01393,True
PO-01394,True
PO-01395,True
PO-01396,True
PO-01397,True
PO-01398,True
PO-01399,True
PO-01400,True
PO-01401,True
PO-01402,True
PO-01403,True
PO-01404,True
PO-01405,True
PO-01406,True
PO-01407,True
PO-01408,True
PO-01409,True
PO-01410,True
PO-01411,True
PO-01412,True
PO-01413,True
PO-01414,True
PO-01415,True
PO-01416,True
PO-01417,True
PO-01418,True
PO-01419,True
PO-01420,False
PO-01421,True
PO-01422,True
PO-01423,True
PO-01424,True
PO-01425,True
PO-01426,True
PO-01427,False
PO-01428,True
PO-01429,True
PO-01430,True
PO-01431,True
PO-01432,True
PO-01433,True
PO-01434,True
PO-01435,True
PO-01436,True
PO-01437,True
PO-01438,True
PO-01439,True
PO-01440,True
PO-01441,True
PO-01442,True
PO-01443,True
PO-01444,True
PO-01445,True
PO-01446,True
PO-01447,True
PO-01448,True
PO-01449,True
PO-01450,True
PO-01451,True
PO-01452,True
PO-01453,True
PO-01454,True
PO-01455,True
PO-01456,True
PO-01457,True
PO-01458,True
PO-01459,False
PO-01460,True
PO-01461,True
PO-01462,True
PO-01463,True
PO-01464,True
PO-01465,True
PO-01466,True
PO-01467,True
PO-01468,True
PO-01469,True
PO-01470,True
PO-01471,True
PO-01472,True
PO-01473,True
PO-01474,True
PO-01475,True
PO-01476,True
PO-01477,True
PO-01478,True
PO-01479,True
PO-01480,True
PO-01481,True
PO-01482,True
PO-01483,True
PO-01484,True
PO-01485,True
PO-01486,True
PO-01487,True
PO-01488,True
PO-01489,True
PO-01490,True
PO-01491,True
PO-01492,True
PO-01493,True
PO-01494,True
PO-01495,True
PO-01496,True
PO-01497,False
PO-01498,True
PO-01499,True
PO-01500,True
PO-01501,True
PO-01502,True
PO-01503,True
PO-01504,True
PO-01505,True
PO-01506,True
PO-01507,True
PO-01508,True
PO-01509,True
PO-01510,True
PO-01511,True
PO-01512,True
PO-01513,True
PO-01514,True
PO-01515,True
PO-01516,True
PO-01517,True
PO-01518,True
PO-01519,True
PO-01520,True
PO-01521,True
PO-01522,True
PO-01523,True
PO-01524,True
PO-01525,True
PO-01526,True
PO-01527,True
PO-01528,False
PO-01529,True
PO-01530,True
PO-01531,True
PO-01532,True
PO-01533,True
PO-01534,True
PO-01535,True
PO-01536,True
PO-01537,True
PO-01538,True
PO-01539,True
PO-01540,True
PO-01541,True
PO-01542,True
PO-01543,True
PO-01544,True
PO-01545,True
PO-01546,True
PO-01547,True
PO-01548,True
PO-01549,True
PO-01550,True
PO-01551,True
PO-01552,True
PO-01553,True
PO-01554,True
PO-01555,True
PO-01556,True
PO-01557,True
PO-01558,True
PO-01559,True
PO-01560,True
PO-01561,True
PO-01562,True
PO-01563,True
PO-01564,True
PO-01565,True
PO-01566,True
PO-01567,True
PO-01568,True
PO-01569,True
PO-01570,True
PO-01571,True
PO-01572,True
PO-01573,True
PO-01574,True
PO-01575,True
PO-01576,True
PO-01577,True
PO-01578,True
PO-01579,True
PO-01580,True
PO-01581,True
PO-01582,True
PO-01583,True
PO-01584,True
PO-01585,True
PO-01586,True
PO-01587,True
PO-01588,True
PO-01589,True
PO-01590,True
PO-01591,True
PO-01592,True
PO-01593,True
PO-01594,True
PO-01595,True
PO-01596,True
PO-01597,True
PO-01598,True
PO-01599,True
PO-01600,True
PO-01601,True
PO-01602,True
PO-01603,True
PO-01604,True
PO-01605,True
PO-01606,True
PO-01607,True
PO-01608,True
PO-01609,True
PO-01610,True
PO-01611,True
PO-01612,True
PO-01613,True
PO-01614,False
PO-01615,True
PO-01616,True
PO-01617,True
PO-01618,True
PO-01619,True
PO-01620,True
PO-01621,True
PO-01622,True
PO-01623,True
PO-01624,True
PO-01625,True
PO-01626,True
PO-01627,True
PO-01628,True
PO-01629,True
PO-01630,True
PO-01631,True
PO-01632,True
PO-01633,True
PO-01634,True
PO-01635,True
PO-01636,True
PO-01637,True
PO-01638,True
PO-01639,True
PO-01640,True
PO-01641,True
PO-01642,False
PO-01643,True
PO-01644,True
PO-01645,True
PO-01646,False
PO-01647,True
PO-01648,True
PO-01649,True
PO-01650,True
PO-01651,True
PO-01652,True
PO-01653,True
PO-01654,True
PO-01655,True
PO-01656,True
PO-01657,True
PO-01658,True
PO-01659,True
PO-01660,True
PO-01661,False
PO-01662,True
PO-01663,True
PO-01664,True
PO-01665,True
PO-01666,True
PO-01667,True
PO-01668,True
PO-01669,True
PO-01670,True
PO-01671,True
PO-01672,True
PO-01673,True
PO-01674,True
PO-01675,True
PO-01676,True
PO-01677,True
PO-01678,True
PO-01679,True
PO-01680,True
PO-01681,True
PO-01682,True
PO-01683,True
PO-01684,True
PO-01685,True
PO-01686,True
PO-01687,True
PO-01688,True
PO-01689,False
PO-01690,True
PO-01691,True
PO-01692,True
PO-01693,True
PO-01694,True
PO-01695,True
PO-01696,True
PO-01697,False
PO-01698,True
PO-01699,True
PO-01700,True
PO-01701,True
PO-01702,True
PO-01703,True
PO-01704,True
PO-01705,True
PO-01706,True
PO-01707,True
PO-01708,True
PO-01709,True
PO-01710,True
PO-01711,True
PO-01712,True
PO-01713,True
PO-01714,True
PO-01715,True
PO-01716,True
PO-01717,True
PO-01718,True
PO-01719,True
PO-01720,True
PO-01721,True
PO-01722,True
PO-01723,True
PO-01724,True
PO-01725,True
PO-01726,True
PO-01727,True
PO-01728,True
PO-01729,True
PO-01730,True
PO-01731,True
PO-01732,True
PO-01733,True
PO-01734,True
PO-01735,True
PO-01736,True
PO-01737,True
PO-01738,True
PO-01739,True
PO-01740,True
PO-01741,True
PO-01742,True
PO-01743,True
PO-01744,True
PO-01745,True
PO-01746,True
PO-01747,True
PO-01748,True
